Lap_Number,Lap_Time,Lap_Improvement,S1,S1_Improvement,S2,S2_Improvement,S3,S3_Improvement,Kph,Elapsed,Driver_Name,Pit_Time,Team,Power,Location,Event,Air_Temp,Track_Temp,Humidity,Pressure,Wind_Speed,Wind_Direction,Rain
9,101,0,26.034,0,30.773,0,28.28,0,95.3,854.9,AL,34.00909091,MAHINDRAd,250,Location 7,Free Practice 1,2093,239,6544,101485,216,36,0
10,168,0,30.687,0,37.863,0,29.711,0,82.5,953.2,AL,34.00909091,MAHINDRAd,250,Location 7,Free Practice 1,2097,239,653,101482,1054,346,0
11,68,0,25.612,0,30.375,0,28.1,0,96.4,1037.2,AL,34.00909091,MAHINDRAd,250,Location 7,Free Practice 1,2079,238,6566,101479,1418,44,0
12,92,0,30.134,0,37.049,0,36.209,0,78.4,1140.6,AL,34.00909091,MAHINDRAd,250,Location 7,Free Practice 1,2033,238,6654,101473,216,358,0
13,75,0,533.3,0,33.927,0,33.627,0,13.5,1741.5,AL,34.00909091,MAHINDRAd,250,Location 7,Free Practice 1,2038,237,6744,101464,1547,68,0
14,93,0,25.373,0,30.081,0,27.24,2,98,1824.2,AL,34.00909091,MAHINDRAd,250,Location 7,Free Practice 1,2026,237,6807,101462,84,73,0
15,136,0,33.306,0,38.253,0,35.321,0,75.9,1931,AL,34.00909091,MAHINDRAd,250,Location 7,Free Practice 1,2064,237,6647,101461,149,75,0
16,84,0,30.311,0,34.124,0,30.502,0,85.4,2026,AL,34.00909091,MAHINDRAd,235,Location 7,Free Practice 1,2051,236,6753,101458,1302,117,0
17,103,0,24.984,0,29.487,2,27.48,0,98.9,2107.9,AL,34.00909091,MAHINDRAd,250,Location 7,Free Practice 1,2031,235,6704,101457,1848,352,0
18,90,0,28.401,0,32.17,0,32.902,0,86.7,2201.4,AL,34.00909091,MAHINDRAd,235,Location 7,Free Practice 1,2031,234,667,101455,216,9,0
19,105,0,224.9,0,33.591,0,29.369,0,28.2,2489.2,AL,34.00909091,MAHINDRAd,250,Location 7,Free Practice 1,2003,232,6946,101451,1065,13,0
20,83,2,24.983,2,29.525,0,27.286,0,99.1,2571,AL,34.00909091,MAHINDRAd,250,Location 7,Free Practice 1,2009,232,6758,101451,155,13,0
21,114,0,28.196,0,35.581,0,30.454,0,86,2665.3,AL,34.00909091,MAHINDRAd,250,Location 7,Free Practice 1,1999,23,6767,101451,216,60,0
22,196,0,27.965,0,37.433,0,33.222,0,82.2,2763.9,AL,34.00909091,MAHINDRAd,250,Location 7,Free Practice 1,1965.822222,184.3555556,5739.555556,97414.71111,969.5555556,102.0666667,0
1,90,0,56.125,0,36.01,0,35.032,0,63.8,127.2,PWEHRL,15.6,TAG ,250,Location 7,Free Practice 1,2072,242,6573,101495,1243,5,0
2,111,0,28.415,0,32.837,0,29.844,0,89,218.3,PWEHRL,15.6,TAG ,250,Location 7,Free Practice 1,2067,24,656,101493,216,5,0
3,96,0,28.175,0,63.6,0,30.817,0,66.1,340.9,PWEHRL,15.6,TAG ,250,Location 7,Free Practice 1,2064,24,6595,101495,0,54,0
4,88,0,26.659,0,31.689,0,28.544,0,93.3,427.7,PWEHRL,15.6,TAG ,250,Location 7,Free Practice 1,21,24,6513,101498,2239,37,0
5,97,0,26.147,0,30.938,0,28.229,0,95,513.1,PWEHRL,15.6,TAG ,250,Location 7,Free Practice 1,2071,24,6576,101495,2185,36,0
6,73,0,34.05,0,45.619,0,33.671,0,71.5,626.4,PWEHRL,15.6,TAG ,250,Location 7,Free Practice 1,2077,24,6793,101494,0,61,0
7,109,0,26,0,30.865,0,28.196,0,95.3,711.5,PWEHRL,15.6,TAG ,250,Location 7,Free Practice 1,2082,24,6716,101491,834,63,0
8,83,0,25.93,0,30.667,0,28.111,0,95.7,796.2,PWEHRL,15.6,TAG ,250,Location 7,Free Practice 1,2103,24,6553,101484,2124,49,0
9,0,0,34.084,0,37.931,0,33.05,0,77.2,901.2,PWEHRL,15.6,TAG ,250,Location 7,Free Practice 1,2097,239,653,101482,1054,346,0
10,75,0,25.79,0,30.429,0,27.9,0,96.4,985.4,PWEHRL,15.6,TAG ,250,Location 7,Free Practice 1,2088,238,6541,101478,573,349,0
11,97,0,26.531,0,31.637,0,34.902,0,87.1,1078.4,PWEHRL,15.6,TAG ,250,Location 7,Free Practice 1,2079,238,6566,101479,1418,44,0
12,84,0,275.2,0,33.112,0,28.659,0,24.1,1415.4,PWEHRL,15.6,TAG ,250,Location 7,Free Practice 1,2051,235,6599,101471,1078,64,0
13,126,0,25.741,0,30.332,0,27.719,0,96.8,1499.1,PWEHRL,15.6,TAG ,250,Location 7,Free Practice 1,2084,235,6539,101473,1401,84,0
14,68,0,25.682,0,39.219,0,32.113,0,83.6,1596.2,PWEHRL,15.6,TAG ,250,Location 7,Free Practice 1,2057,237,6948,101464,11,50,0
15,93,0,25.953,0,31.171,0,28.13,0,95.1,1681.4,PWEHRL,15.6,TAG ,250,Location 7,Free Practice 1,2064,237,666,101467,1326,60,0
16,91,0,26,0,31.165,0,28.204,0,95,1766.8,PWEHRL,15.6,TAG ,250,Location 7,Free Practice 1,2038,237,6744,101464,1547,68,0
17,79,0,38.603,0,47.294,0,32.772,0,68.3,1885.4,PWEHRL,15.6,TAG ,235,Location 7,Free Practice 1,2032,237,6807,10146,1274,44,0
18,82,0,25.373,0,30.084,0,27.483,0,97.7,1968.4,PWEHRL,15.6,TAG ,235,Location 7,Free Practice 1,2064,237,6647,101461,149,75,0
19,76,0,29.643,0,39.085,0,40.139,0,74.5,2077.3,PWEHRL,15.6,TAG ,235,Location 7,Free Practice 1,2045,236,6693,101462,224,353,0
20,88,0,25.515,0,30.701,0,34.346,0,89.5,2167.8,PWEHRL,15.6,TAG ,250,Location 7,Free Practice 1,2031,234,667,101455,216,9,0
21,98,0,129.4,0,32.785,0,28.996,0,42.4,2359,PWEHRL,15.6,TAG ,250,Location 7,Free Practice 1,2008,232,6744,101453,2781,66,0
22,86,0,26.264,0,30.843,0,28.229,0,95,2444.3,PWEHRL,15.6,TAG ,250,Location 7,Free Practice 1,2003,232,6886,101449,113,81,0
23,71,2,25.008,2,29.58,2,27.349,2,98.9,2526.2,PWEHRL,15.6,TAG ,250,Location 7,Free Practice 1,2009,232,6758,101451,155,13,0
24,25,0,28.725,0,37.186,0,33.238,0,81.8,2625.4,PWEHRL,15.6,TAG ,250,Location 7,Free Practice 1,1998,231,6767,101449,1508,22,0
25,102,0,25.724,0,30.852,0,32.778,0,90.7,2714.7,PWEHRL,15.6,TAG ,250,Location 7,Free Practice 1,1965.822222,184.3555556,5739.555556,97414.71111,969.5555556,102.0666667,0
1,175,0,137.5,0,42.397,0,35.529,0,55.4,215.5,SB,24.89285714,JR,235,Location 4,Free Practice 2,18.6667,21.3,73,1015.58,9.54841,146,-1
2,106,0,27.178,0,39.632,0,26.026,0,128.7,308.3,SB,24.89285714,JR,250,Location 4,Free Practice 2,18.7222,21.1,73,1015.58,5.30467,144,-1
3,125,0,30.454,0,60.1,0,35.598,0,94.7,434.5,SB,24.89285714,JR,235,Location 4,Free Practice 2,18.7778,21,73,1015.68,3.1828,144,-1
4,101,0,27.669,0,40.104,0,26.477,0,126.7,528.7,SB,24.89285714,JR,250,Location 4,Free Practice 2,18.8889,21,73,1015.68,4.24374,164,-1
5,85,0,28.717,0,41.363,0,27.976,0,121.8,626.8,SB,24.89285714,JR,250,Location 4,Free Practice 2,19,20.9,73,1015.48,6.3656,148,-1
6,84,0,36.268,0,50.596,0,68.5,0,76.9,782.1,SB,24.89285714,JR,250,Location 4,Free Practice 2,19.2222,20.9,72,1015.71,6.3656,150,-1
7,71,0,40.619,0,60,0,43.297,0,83,926,SB,24.89285714,JR,250,Location 4,Free Practice 2,19.4444,20.9,71,1015.75,4.24374,145,-1
8,92,0,27.628,0,39.953,0,26.564,0,126.9,1020.2,SB,24.89285714,JR,250,Location 4,Free Practice 2,19.5556,20.9,71,1015.71,8.48747,148,-1
9,72,0,34.218,0,50.891,0,33.468,0,100.7,1138.8,SB,24.89285714,JR,250,Location 4,Free Practice 2,19.6667,20.9,71,1015.78,2.12187,144,-1
10,96,0,27.628,0,39.819,0,26.452,0,127.2,1232.7,SB,24.89285714,JR,250,Location 4,Free Practice 2,19.7778,21,70,1015.85,4.24374,160,-1
11,128,0,28.94,0,42.883,0,30.628,0,116.6,1335.1,SB,24.89285714,JR,250,Location 4,Free Practice 2,19.7222,20.9,69,1015.82,5.30467,156,-1
12,104,0,34.841,0,52.698,0,225.9,0,38.1,1648.6,SB,24.89285714,JR,250,Location 4,Free Practice 2,19.7778,20.9,68,1015.65,2.12187,157,-1
13,95,0,34.024,0,46.575,0,36.58,0,101.9,1765.7,SB,24.89285714,JR,250,Location 4,Free Practice 2,19.7222,21,68,1015.75,3.1828,205,-1
14,99,2,26.519,2,38.766,3,26.018,2,130.8,1857,SB,24.89285714,JR,250,Location 4,Free Practice 2,19.31349643,20.98928571,71.17857143,1015.675714,3.78905,155,-1
1,99,0,129.2,0,45.346,0,31.632,0,57.9,206.2,LGRA,50.575,AD,235,Location 4,Free Practice 2,18.6667,21.3,73,1015.58,9.54841,146,-1
2,83,0,27.348,0,39.712,0,26.257,0,128,299.5,LGRA,50.575,AD,250,Location 4,Free Practice 2,18.6667,21.2,73,1015.65,3.1828,154,-1
3,99,0,35.338,0,43.74,0,228.8,0,38.8,607.4,LGRA,50.575,AD,250,Location 4,Free Practice 2,19,20.9,73,1015.48,6.3656,148,-1
4,73,0,37.623,0,42.297,0,30.224,0,108.4,717.6,LGRA,50.575,AD,250,Location 4,Free Practice 2,19,20.9,73,1015.61,3.1828,152,-1
5,94,0,27.902,0,40.498,0,26.858,0,125.4,812.8,LGRA,50.575,AD,250,Location 4,Free Practice 2,19.2222,20.9,72,1015.71,6.3656,150,-1
6,72,0,27.807,0,40.907,0,27.996,0,123.5,909.5,LGRA,50.575,AD,250,Location 4,Free Practice 2,19.4444,20.9,71,1015.75,4.24374,145,-1
7,167,0,27.911,0,40.431,0,27.01,0,125.3,1004.9,LGRA,50.575,AD,250,Location 4,Free Practice 2,19.31349643,20.98928571,71.17857143,1015.675714,3.78905,155,-1
8,97,0,28.982,0,41.815,0,27.594,0,121.4,1103.3,LGRA,50.575,AD,250,Location 4,Free Practice 2,19.6667,20.9,71,1015.78,2.12187,144,-1
9,93,0,29.056,0,42.205,0,31.369,0,116.4,1205.9,LGRA,50.575,AD,250,Location 4,Free Practice 2,19.7778,21,70,1015.85,4.24374,160,-1
10,102,0,32.659,0,46.884,0,330.6,0,29.1,1616.1,LGRA,50.575,AD,250,Location 4,Free Practice 2,19.7778,20.9,69,1015.61,1.06093,155,-1
11,87,0,39.189,0,45.341,0,30.977,0,103.4,1731.6,LGRA,50.575,AD,250,Location 4,Free Practice 2,19.7778,20.9,68,1015.65,4.24374,168,-1
12,106,2,26.792,2,39.264,2,26.039,2,129.7,1823.7,LGRA,50.575,AD,250,Location 4,Free Practice 2,19.31349643,20.98928571,71.17857143,1015.675714,3.78905,155,-1
1,82,0,54.254,0,51.636,0,35.632,0,84.4,141.5,ACO,12.84666667,DSo,235,Location 4,Free Practice 2,18.7778,21.3,73,1015.58,3.1828,144,-1
2,110,0,27.318,0,39.627,0,26.371,0,128,234.8,ACO,12.84666667,DSo,250,Location 4,Free Practice 2,18.6667,21.3,73,1015.58,9.54841,146,-1
3,115,0,34.664,0,60,0,30.598,0,95.3,360.1,ACO,12.84666667,DSo,250,Location 4,Free Practice 2,18.7778,21.1,73,1015.58,4.24374,151,-1
4,111,0,27.533,0,40.252,0,26.676,0,126.5,454.6,ACO,12.84666667,DSo,250,Location 4,Free Practice 2,18.7778,21,73,1015.68,3.1828,144,-1
5,118,0,34.974,0,52.414,0,30.578,0,101.3,572.6,ACO,12.84666667,DSo,250,Location 4,Free Practice 2,18.9444,21,73,1015.65,5.30467,163,-1
6,90,0,27.52,0,40.127,0,26.471,0,126.9,666.7,ACO,12.84666667,DSo,250,Location 4,Free Practice 2,19,20.9,73,1015.61,3.1828,152,-1
7,117,0,37.862,0,62.4,0,30.677,0,91.2,797.6,ACO,12.84666667,DSo,250,Location 4,Free Practice 2,19.2222,20.9,72,1015.71,6.3656,150,-1
8,82,0,27.557,0,40.27,0,26.828,0,126.2,892.3,ACO,12.84666667,DSo,250,Location 4,Free Practice 2,19.3333,20.9,72,1015.71,2.12187,149,-1
9,136,0,31.119,0,41.769,0,28.825,0,117.4,994,ACO,12.84666667,DSo,250,Location 4,Free Practice 2,19.31349643,20.98928571,71.17857143,1015.675714,3.78905,155,-1
10,84,0,38.148,0,54.42,0,33.24,0,94.9,1119.8,ACO,12.84666667,DSo,250,Location 4,Free Practice 2,19.6667,20.9,71,1015.78,2.12187,144,-1
11,92,0,27.321,0,40.292,0,26.712,0,126.6,1214.1,ACO,12.84666667,DSo,250,Location 4,Free Practice 2,19.7778,21,70,1015.85,4.24374,160,-1
12,84,0,33.217,0,51.889,0,204.3,0,41.3,1503.5,ACO,12.84666667,DSo,250,Location 4,Free Practice 2,19.7778,20.9,70,1015.71,1.06093,156,-1
13,87,0,37.912,0,48.451,0,29.781,0,102.8,1619.7,ACO,12.84666667,DSo,250,Location 4,Free Practice 2,19.7778,20.9,69,1015.61,1.06093,155,-1
14,73,2,26.587,2,38.975,2,25.797,2,130.7,1711,ACO,12.84666667,DSo,250,Location 4,Free Practice 2,19.7778,20.9,68,1015.65,4.24374,168,-1
15,89,0,28.197,0,45.512,0,28.243,0,117.2,1813,ACO,12.84666667,DSo,250,Location 4,Free Practice 2,19.31349643,20.98928571,71.17857143,1015.675714,3.78905,155,-1
1,129,0,65.9,0,48.798,0,35.08,0,79.8,149.8,NVR,24.71428571,ME,235,Location 4,Free Practice 2,18.7778,21.3,73,1015.58,3.1828,144,-1
2,102,0,27.322,0,39.574,0,26.417,0,128,243.1,NVR,24.71428571,ME,250,Location 4,Free Practice 2,18.6667,21.2,73,1015.65,3.1828,154,-1
3,143,0,32.561,0,51.101,0,28.682,0,106.3,355.4,NVR,24.71428571,ME,235,Location 4,Free Practice 2,18.7222,21.1,73,1015.58,5.30467,144,-1
4,73,0,28.855,0,41.548,0,27.689,0,121.8,453.5,NVR,24.71428571,ME,250,Location 4,Free Practice 2,18.7778,21,73,1015.68,3.1828,144,-1
5,68,0,28.815,0,41.44,0,27.46,0,122.2,551.2,NVR,24.71428571,ME,250,Location 4,Free Practice 2,18.9444,21,73,1015.65,5.30467,163,-1
6,96,0,28.911,0,41.359,0,27.398,0,122.3,648.9,NVR,24.71428571,ME,250,Location 4,Free Practice 2,19,20.9,73,1015.48,6.3656,148,-1
7,83,0,28.685,0,41.549,0,27.395,0,122.3,746.5,NVR,24.71428571,ME,250,Location 4,Free Practice 2,19.1111,20.9,72,1015.58,3.1828,154,-1
8,73,0,32.398,0,51.517,0,33.113,0,102.1,863.6,NVR,24.71428571,ME,250,Location 4,Free Practice 2,19.3333,20.9,72,1015.71,2.12187,149,-1
9,87,0,27.823,0,40.278,0,26.629,0,126.1,958.3,NVR,24.71428571,ME,250,Location 4,Free Practice 2,19.4444,20.9,71,1015.75,4.24374,145,-1
10,106,0,36.062,0,47.89,0,33.736,0,101.5,1076,NVR,24.71428571,ME,250,Location 4,Free Practice 2,19.5556,20.9,71,1015.71,8.48747,148,-1
11,101,0,27.535,0,40.152,0,26.572,0,126.7,1170.2,NVR,24.71428571,ME,250,Location 4,Free Practice 2,19.7222,20.9,70,1015.78,5.30467,153,-1
12,68,0,32.138,0,41.852,0,341.8,0,28.7,1586,NVR,24.71428571,ME,250,Location 4,Free Practice 2,19.7778,20.9,69,1015.61,1.06093,155,-1
13,84,0,34.402,0,47.635,0,29.16,0,107.4,1697.2,NVR,24.71428571,ME,250,Location 4,Free Practice 2,19.7778,20.9,68,1015.65,4.24374,168,-1
14,106,2,26.543,2,39.075,2,26.008,2,130.4,1788.9,NVR,24.71428571,ME,250,Location 4,Free Practice 2,19.7222,21,68,1015.75,3.1828,205,-1
1,81,0,143.4,0,44.082,0,31.886,0,54.5,219.3,MEV,34.32142857,JE,235,Location 4,Free Practice 2,18.6667,21.3,73,1015.58,9.54841,146,-1
2,84,0,27.103,0,39.575,0,26.641,0,128,312.6,MEV,34.32142857,JE,250,Location 4,Free Practice 2,18.7222,21.1,73,1015.58,5.30467,144,-1
3,72,0,28.132,0,43.322,0,28.443,0,119.6,412.5,MEV,34.32142857,JE,235,Location 4,Free Practice 2,18.7778,21.1,73,1015.58,4.24374,151,-1
4,93,0,29.069,0,43.015,0,28.108,0,119.2,512.7,MEV,34.32142857,JE,250,Location 4,Free Practice 2,18.8889,21,73,1015.68,4.24374,164,-1
5,71,0,29.28,0,41.794,0,27.692,0,120.9,611.5,MEV,34.32142857,JE,250,Location 4,Free Practice 2,19,20.9,73,1015.48,6.3656,148,-1
6,158,0,31.432,0,46.488,0,35.257,0,105.5,724.7,MEV,34.32142857,JE,250,Location 4,Free Practice 2,19.1111,20.9,72,1015.58,3.1828,154,-1
7,87,0,28.033,0,45.691,0,31.545,0,113.5,829.9,MEV,34.32142857,JE,250,Location 4,Free Practice 2,19.2222,20.9,72,1015.71,6.3656,150,-1
8,74,0,27.485,0,40.131,0,26.609,0,126.8,924.2,MEV,34.32142857,JE,250,Location 4,Free Practice 2,19.4444,20.9,71,1015.75,4.24374,145,-1
9,95,0,32.64,0,45.354,0,28.753,0,111.9,1030.9,MEV,34.32142857,JE,250,Location 4,Free Practice 2,19.5556,20.9,71,1015.71,8.48747,148,-1
10,140,0,27.414,0,40.317,0,26.564,0,126.7,1125.2,MEV,34.32142857,JE,250,Location 4,Free Practice 2,19.6667,20.9,71,1015.78,2.12187,144,-1
11,88,0,29.583,0,46.286,0,396.7,0,25.3,1597.8,MEV,34.32142857,JE,250,Location 4,Free Practice 2,19.7778,20.9,69,1015.61,1.06093,155,-1
12,114,0,35.643,0,44.792,0,29.507,0,108.6,1707.7,MEV,34.32142857,JE,250,Location 4,Free Practice 2,19.7778,20.9,68,1015.65,4.24374,168,-1
13,82,3,26.433,3,38.894,2,25.791,2,131.1,1798.8,MEV,34.32142857,JE,250,Location 4,Free Practice 2,19.7222,21,68,1015.75,3.1828,205,-1
14,70,0,27.468,0,43.405,0,27.907,0,120.9,1897.6,MEV,34.32142857,JE,250,Location 4,Free Practice 2,19.31349643,20.98928571,71.17857143,1015.675714,3.78905,155,-1
1,85,0,59.669,0,49.433,0,34.876,0,83,144,OROWL,25.62142857,N ,250,Location 4,Free Practice 2,18.7778,21.3,73,1015.58,3.1828,144,-1
2,136,0,32.256,0,47.477,0,32.972,0,106,256.7,OROWL,25.62142857,N ,235,Location 4,Free Practice 2,18.6667,21.2,73,1015.65,3.1828,154,-1
3,94,0,27.198,0,39.502,0,25.955,0,128.9,349.3,OROWL,25.62142857,N ,250,Location 4,Free Practice 2,18.7222,21.1,73,1015.58,5.30467,144,-1
4,124,0,29.893,0,50.196,0,68.1,0,80.6,497.6,OROWL,25.62142857,N ,250,Location 4,Free Practice 2,18.8889,21,73,1015.68,4.24374,164,-1
5,114,0,35.853,0,45.708,0,30.649,0,106.5,609.8,OROWL,25.62142857,N ,250,Location 4,Free Practice 2,19,20.9,73,1015.48,6.3656,148,-1
6,98,0,27.836,0,40.08,0,26.507,0,126.5,704.2,OROWL,25.62142857,N ,250,Location 4,Free Practice 2,19,20.9,73,1015.61,3.1828,152,-1
7,73,0,31.041,0,47.754,0,40.466,0,100.2,823.4,OROWL,25.62142857,N ,250,Location 4,Free Practice 2,19.2222,20.9,72,1015.71,6.3656,150,-1
8,142,0,27.659,0,39.98,0,26.522,0,126.9,917.6,OROWL,25.62142857,N ,250,Location 4,Free Practice 2,19.4444,20.9,71,1015.75,4.24374,145,-1
9,136,0,28.45,0,44.51,0,27.651,0,118.7,1018.2,OROWL,25.62142857,N ,250,Location 4,Free Practice 2,19.31349643,20.98928571,71.17857143,1015.675714,3.78905,155,-1
10,78,0,28.823,0,42.445,0,27.222,0,121.3,1116.7,OROWL,25.62142857,N ,250,Location 4,Free Practice 2,19.6667,20.9,71,1015.78,2.12187,144,-1
11,70,0,28.87,0,42.249,0,310.9,0,31.3,1498.8,OROWL,25.62142857,N ,250,Location 4,Free Practice 2,19.7778,20.9,70,1015.71,2.12187,156,-1
12,73,0,43.662,0,52.394,0,35.17,0,91,1630,OROWL,25.62142857,N ,250,Location 4,Free Practice 2,19.7778,20.9,68,1015.65,2.12187,157,-1
13,92,2,26.72,2,39.035,2,25.799,2,130.5,1721.5,OROWL,25.62142857,N ,250,Location 4,Free Practice 2,19.7778,20.9,68,1015.65,4.24374,168,-1
14,88,0,29.579,0,51.266,0,37.759,0,100.7,1840.1,OROWL,25.62142857,N ,250,Location 4,Free Practice 2,19.31349643,20.98928571,71.17857143,1015.675714,3.78905,155,-1
1,85,0,55.468,0,52.33,0,34.853,0,83.7,142.7,SBU,29.54285714,Nt,250,Location 4,Free Practice 2,18.7778,21.3,73,1015.58,3.1828,144,-1
2,149,0,32.434,0,48.223,0,29.798,0,108.1,253.1,SBU,29.54285714,Nt,235,Location 4,Free Practice 2,18.6667,21.2,73,1015.65,3.1828,154,-1
3,92,2,27.277,2,39.69,2,26.275,0,128.1,346.3,SBU,29.54285714,Nt,235,Location 4,Free Practice 2,18.7222,21.1,73,1015.58,5.30467,144,-1
4,82,0,30.646,0,42.931,0,166.9,0,49.7,586.8,SBU,29.54285714,Nt,250,Location 4,Free Practice 2,18.9444,21,73,1015.65,5.30467,163,-1
5,86,0,36.709,0,45.688,0,28.351,0,107.9,697.5,SBU,29.54285714,Nt,250,Location 4,Free Practice 2,19,20.9,73,1015.61,3.1828,152,-1
6,94,0,27.656,0,40.162,0,26.554,0,126.6,791.9,SBU,29.54285714,Nt,250,Location 4,Free Practice 2,19.2222,20.9,72,1015.71,6.3656,150,-1
7,110,0,35.122,0,46.552,0,30.813,0,106.2,904.4,SBU,29.54285714,Nt,250,Location 4,Free Practice 2,19.4444,20.9,71,1015.75,4.24374,145,-1
8,85,0,27.594,0,40.013,0,26.419,0,127,998.4,SBU,29.54285714,Nt,250,Location 4,Free Practice 2,19.31349643,20.98928571,71.17857143,1015.675714,3.78905,155,-1
9,109,0,29.248,0,41.929,0,27.82,0,120.7,1097.4,SBU,29.54285714,Nt,250,Location 4,Free Practice 2,19.6667,20.9,71,1015.78,2.12187,144,-1
10,79,0,29.22,0,41.646,0,27.315,0,121.7,1195.6,SBU,29.54285714,Nt,250,Location 4,Free Practice 2,19.7222,20.9,70,1015.78,5.30467,153,-1
11,91,0,29.085,0,41.719,0,273.5,0,34.7,1539.9,SBU,29.54285714,Nt,250,Location 4,Free Practice 2,19.7778,20.9,70,1015.71,1.06093,156,-1
12,72,0,33.57,0,43.118,0,30.622,0,111.3,1647.2,SBU,29.54285714,Nt,250,Location 4,Free Practice 2,19.7778,20.9,68,1015.65,2.12187,157,-1
13,88,0,27.67,0,39.742,0,26.232,2,127.6,1740.8,SBU,29.54285714,Nt,250,Location 4,Free Practice 2,19.7222,21,68,1015.75,3.1828,205,-1
14,69,0,29.587,0,40.469,0,26.79,0,123.3,1837.7,SBU,29.54285714,Nt,250,Location 4,Free Practice 2,19.31349643,20.98928571,71.17857143,1015.675714,3.78905,155,-1
1,109,0,52.507,0,51.265,0,35.468,0,85.8,139.2,JVER,35.625,DS,235,Location 4,Free Practice 2,18.7778,21.3,73,1015.58,3.1828,144,-1
2,82,0,27.495,0,39.904,0,26.383,0,127.4,233,JVER,35.625,DS,250,Location 4,Free Practice 2,18.6667,21.3,73,1015.58,9.54841,146,-1
3,88,0,32.592,0,52.406,0,35.727,0,98.9,353.7,JVER,35.625,DS,250,Location 4,Free Practice 2,18.7222,21.1,73,1015.58,5.30467,144,-1
4,117,0,27.574,0,40.227,0,26.62,0,126.5,448.2,JVER,35.625,DS,250,Location 4,Free Practice 2,18.7778,21,73,1015.68,3.1828,144,-1
5,89,0,28.754,0,41.43,0,27.864,0,121.8,546.2,JVER,35.625,DS,250,Location 4,Free Practice 2,18.9444,21,73,1015.65,5.30467,163,-1
6,89,0,28.816,0,41.346,0,172.9,0,49.1,789.3,JVER,35.625,DS,250,Location 4,Free Practice 2,19.2222,20.9,72,1015.71,6.3656,150,-1
7,99,0,38.589,0,48.726,0,43.664,0,91.2,920.3,JVER,35.625,DS,250,Location 4,Free Practice 2,19.4444,20.9,71,1015.75,4.24374,145,-1
8,94,0,27.721,0,39.998,0,26.438,0,126.9,1014.4,JVER,35.625,DS,250,Location 4,Free Practice 2,19.31349643,20.98928571,71.17857143,1015.675714,3.78905,155,-1
9,88,0,31.06,0,51.02,0,33.617,0,103.2,1130.1,JVER,35.625,DS,250,Location 4,Free Practice 2,19.6667,20.9,71,1015.78,2.12187,144,-1
10,72,0,27.516,0,39.966,0,282.2,0,34.2,1479.8,JVER,35.625,DS,250,Location 4,Free Practice 2,19.7778,20.9,70,1015.71,2.12187,156,-1
11,122,0,38.344,0,49.539,0,32.454,0,99.3,1600.1,JVER,35.625,DS,250,Location 4,Free Practice 2,19.7778,20.9,69,1015.61,1.06093,155,-1
12,115,2,26.682,2,39.145,2,25.932,2,130.2,1691.9,JVER,35.625,DS,250,Location 4,Free Practice 2,19.7778,20.9,68,1015.65,4.24374,168,-1
1,83,0,134.3,0,44.848,0,32.107,0,56.6,211.2,J,26.87142857,BMWE,235,Location 4,Free Practice 2,18.6667,21.3,73,1015.58,9.54841,146,-1
2,72,0,27.44,0,39.802,0,26.176,0,127.9,304.6,J,26.87142857,BMWE,250,Location 4,Free Practice 2,18.7222,21.1,73,1015.58,5.30467,144,-1
3,121,0,29.433,0,47.276,0,34.326,0,107.6,415.7,J,26.87142857,BMWE,235,Location 4,Free Practice 2,18.7778,21.1,73,1015.58,4.24374,151,-1
4,87,0,27.989,0,40.266,0,26.652,0,125.9,510.6,J,26.87142857,BMWE,250,Location 4,Free Practice 2,18.8889,21,73,1015.68,4.24374,164,-1
5,90,0,33.56,0,45.699,0,29.498,0,109.8,619.3,J,26.87142857,BMWE,250,Location 4,Free Practice 2,19,20.9,73,1015.48,6.3656,148,-1
6,170,0,27.854,0,41.074,0,27.203,0,124.3,715.5,J,26.87142857,BMWE,250,Location 4,Free Practice 2,19,20.9,73,1015.61,3.1828,152,-1
7,101,0,34.846,0,46.893,0,29.843,0,107,827,J,26.87142857,BMWE,250,Location 4,Free Practice 2,19.2222,20.9,72,1015.71,6.3656,150,-1
8,97,0,27.762,0,40.372,0,26.77,0,125.9,921.9,J,26.87142857,BMWE,250,Location 4,Free Practice 2,19.4444,20.9,71,1015.75,4.24374,145,-1
9,111,0,29.512,0,40.879,0,299.9,0,32.3,1292.2,J,26.87142857,BMWE,250,Location 4,Free Practice 2,19.7778,20.9,70,1015.82,2.12187,159,-1
10,91,0,37.029,0,44.167,0,27.86,0,109.5,1401.3,J,26.87142857,BMWE,250,Location 4,Free Practice 2,19.7222,20.9,70,1015.68,0,156,-1
11,93,2,26.913,2,39.437,2,26.053,2,129.3,1493.7,J,26.87142857,BMWE,250,Location 4,Free Practice 2,19.7778,20.9,70,1015.71,2.12187,156,-1
12,122,0,28.132,0,49.616,0,30.084,0,110.8,1601.5,J,26.87142857,BMWE,250,Location 4,Free Practice 2,19.7778,20.9,69,1015.61,1.06093,155,-1
13,143,0,29.4,0,42.095,0,29.35,0,118.4,1702.3,J,26.87142857,BMWE,250,Location 4,Free Practice 2,19.7778,20.9,68,1015.65,4.24374,168,-1
14,108,0,29.245,0,43.209,0,27.541,0,119.5,1802.3,J,26.87142857,BMWE,250,Location 4,Free Practice 2,19.31349643,20.98928571,71.17857143,1015.675714,3.78905,155,-1
